186120706: Santa Eulália;4584;213;1213;70;115;380;12;250;
186120707: São Brás e São Lourenço;1343;339;1644;325;31;2425;2331;1;
186120708: São Vicente e Ventosa;4455;1456;2641;2;46;1371;14;- -;
186120714: União das freguesias de Barbacena e Vila Fernando;1961;364;6862;47;126;1302;1;- -;
186120715: União das freguesias de Terrugem e Vila Boim;1623;3839;6181;442;54;724;72;20;
1861208: Fronteira;3188;4140;26335;497;109;2467;64;102;
186120801: Cabeço de Vide;973;667;4936;360;74;291;29;6;
186120802: Fronteira;2050;3309;17741;69;31;1528;- -;21;
186120803: São Saturnino;165;164;3658;68;4;648;35;75;
1861209: Gavião;455;360;4581;2654;196;9335;2036;1396;
186120902: Belver;4;100;316;957;83;3857;660;592;
186120903: Comenda;54;65;1257;478;22;1201;214;40;
186120905: Margem;59;94;688;395;22;2264;757;379;
186120906: União das freguesias de Gavião e Atalaia;338;101;2320;824;69;2013;405;385;
1861210: Marvão;2196;448;8252;3231;147;3368;652;36;
186121001: Beirã;859;38;1821;452;17;300;52;- -;
186121002: Santa Maria de Marvão;97;85;788;553;22;528;120;9;
186121003: Santo António das Areias;729;139;1266;701;38;799;272;9;
186121004: São Salvador da Aramenha;511;186;4377;1525;70;1741;208;18;
1861211: Monforte;14021;1171;26139;358;187;437;- -;114;
186121101: Assumar;2057;172;1331;2;28;70;- -;- -;
186121102: Monforte;8230;329;12796;56;130;193;- -;96;
186121103: Santo Aleixo;1555;12;3342;- -;3;29;- -;- -;
186121104: Vaiamonte;2179;658;8670;300;26;145;- -;18;
1861212: Nisa;4267;1182;25285;4413;458;7160;1284;982;
186121201: Alpalhão;1017;179;6622;314;53;559;178;2;
186121205: Montalvão;202;53;1583;1225;62;752;116;67;
186121207: Santana;- -;36;1547;140;21;643;120;167;
186121208: São Matias;151;97;2279;865;30;1078;111;56;
186121210: Tolosa;727;279;1955;255;80;1366;412;167;
186121211: União das freguesias de Arez e Amieira do Tejo;370;74;4071;877;75;1024;140;- -;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;1800;464;7228;737;137;1738;207;523;
1861213: Ponte de Sor;3869;11375;54722;3301;432;20401;4268;5884;
186121304: Foros de Arrão;185;97;4735;128;3;799;160;363;
186121301: Galveias;430;230;10024;201;23;411;35;58;
186121305: Longomel;650;238;770;163;48;3460;1133;368;
186121302: Montargil;1424;909;15444;1290;196;4117;650;2535;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;1180;9901;23749;1519;162;11614;2290;2560;
1861214: Portalegre;9635;1971;21121;11225;384;18990;3113;2049;
186121401: Alagoa;335;175;710;69;15;804;160;1;
186121402: Alegrete;1005;221;4396;3328;77;3801;520;85;
186121404: Fortios;1963;205;2633;2597;59;2101;149;845;
186121411: União das freguesias da Sé e São Lourenço;165;119;1543;513;17;3985;862;229;
186121412: União das freguesias de Reguengo e São Julião;643;188;2159;1649;72;2144;570;348;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;1136;415;2170;1394;42;3024;586;113;
186121410: Urra;4388;648;7510;1675;102;3131;266;428;
1861215: Sousel;3084;6508;34695;44;94;996;52;393;
186121501: Cano;342;3031;7200;- -;4;142;- -;215;
186121502: Casa Branca;375;2740;12177;19;7;- -;- -;115;
186121503: Santo Amaro;1104;443;3564;9;51;142;- -;- -;
186121504: Sousel;1263;294;11754;16;32;712;52;63;
187: Alentejo Central;148053;196894;451688;33871;3460;368652;4472;14393;
1870701: Alandroal;9103;6120;29718;8354;299;30219;19;1279;
187070104: Capelins (Santo António);1159;208;4159;424;22;1181;5;58;
187070103: Santiago Maior;3577;1174;9589;2460;63;1689;6;138;
187070105: Terena (São Pedro);383;770;4612;1570;110;319;- -;203;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);3984;3968;11358;3900;104;27030;8;880;
1870702: Arraiolos;16158;25331;36427;1823;354;39861;57;2099;
187070201: Arraiolos;5390;1450;8615;1375;161;1540;20;1623;
187070202: Igrejinha;2189;48;2610;- -;8;428;6;6;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;2583;8084;5193;- -;118;840;9;111;
187070209: União das freguesias de São Gregório e Santa Justa;2180;451;5146;6;5;403;- -;186;
187070206: Vimieiro;3816;15298;14863;442;62;36650;22;173;
1870703: Borba;1295;9564;17168;721;76;12383;1213;1602;
187070301: Borba (Matriz);227;4437;7130;133;39;2538;409;1600;
187070304: Borba (São Bartolomeu);- -;- -;- -;- -;- -;- -;- -;- -;
187070302: Orada;414;2059;3636;237;20;937;12;2;
187070303: Rio de Moinhos;654;3068;6402;351;17;8908;792;- -;
1870704: Estremoz;7669;15022;51442;4562;231;7905;408;722;
187070401: Arcos;629;231;3522;101;8;1220;126;- -;
187070404: Évora Monte (Santa Maria);782;8770;6393;589;43;264;- -;- -;
187070402: Glória;319;413;4198;2358;5;1075;69;21;
187070411: São Domingos de Ana Loura;336;19;841;1;6;663;46;- -;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);1833;550;12352;925;71;2383;48;391;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;512;188;7194;325;32;1176;96;23;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;1428;3097;5039;10;15;336;9;- -;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);1384;1606;9761;237;25;617;- -;21;
187070413: Veiros;446;148;2142;16;26;171;14;266;
1870705: Évora;29260;8373;61908;1237;622;12849;237;2913;
187070515: Canaviais;425;389;1811;129;52;2367;34;805;
187070502: Nossa Senhora da Graça do Divor;2638;477;2344;- -;59;293;- -;- -;
187070503: Nossa Senhora de Machede;2118;1961;14044;99;82;2260;84;280;
187070506: São Bento do Mato;334;51;8108;- -;4;487;- -;- -;
187070509: São Miguel de Machede;1753;773;5240;308;11;1652;15;2;
187070513: Torre de Coelheiros;5307;1895;4821;351;57;848;4;1121;
187070522: União das freguesias de Bacelo e Senhora da Saúde;1148;219;2784;97;89;1666;28;16;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);363;- -;208;31;- -;88;- -;271;
187070524: União das freguesias de Malagueira e Horta das Figueiras;1647;87;3459;31;61;497;3;42;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;8137;1228;7005;154;116;1148;5;358;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;3691;783;7763;36;75;702;32;18;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;1699;510;4321;1;16;841;32;- -;
1870706: Montemor-o-Novo;31989;81943;77663;1061;433;195677;652;728;
187070601: Cabrela;2774;4923;9282;2;67;1057;2;2;
187070607: Ciborro;1086;466;5949;7;8;19;- -;20;
187070610: Foros de Vale de Figueira;141;88;5739;27;12;910;30;67;
187070605: Santiago do Escoural;4515;6602;6812;87;62;4340;69;135;
187070606: São Cristóvão;4186;4489;6895;22;22;948;105;190;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;2657;1622;8315;672;34;1179;111;108;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;16630;63753;34671;244;228;187224;335;206;
1870707: Mora;6632;8208;35978;1020;184;4662;328;1092;
187070701: Brotas;2088;1236;2818;15;13;680;29;178;
187070702: Cabeção;434;146;1073;2;30;663;30;377;
187070703: Mora;1869;1262;9912;580;46;2110;127;206;
187070704: Pavia;2241;5564;22175;423;95;1209;142;331;
1870708: Mourão;7390;1754;8326;2469;123;1478;38;139;
187070801: Granja;4319;1079;2601;781;69;515;2;138;
187070802: Luz;744;37;274;743;10;114;5;- -;
187070803: Mourão;2327;638;5451;945;44;849;31;1;
1870709: Portel;5816;4349;25386;4828;122;7714;110;2326;
187070903: Monte do Trigo;1391;391;4194;114;17;1477;11;455;
187070905: Portel;1030;1204;9838;2013;30;2076;14;469;
187070906: Santana;814;561;3159;670;14;1262;45;465;
187070909: União das freguesias de Amieira e Alqueva;1253;1252;3746;1703;18;1217;16;649;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;1156;822;2799;- -;10;1288;8;32;
187070908: Vera Cruz;172;119;1650;328;33;394;16;256;
1870710: Redondo;6038;5917;33507;1682;175;26189;209;1066;
187071001: Montoito;348;531;3875;321;44;1100;30;73;
187071002: Redondo;5690;5386;29632;1361;131;25089;179;993;
1870711: Reguengos de Monsaraz;5781;8946;25412;3982;218;2667;69;192;
187071102: Corval;1119;964;9018;587;18;948;52;116;
187071103: Monsaraz;1001;999;3126;1393;70;831;14;76;
187071104: Reguengos de Monsaraz;1219;1311;4649;341;89;757;3;- -;
187071106: União das freguesias de Campo e Campinho;2442;5672;8619;1661;41;131;- -;- -;
1870712: Vendas Novas;4228;6849;11492;29;148;21107;943;63;
187071202: Landeira;1682;12;2394;- -;120;571;700;- -;
187071201: Vendas Novas;2546;6837;9098;29;28;20536;243;63;
1870713: Viana do Alentejo;12115;13456;26946;754;358;3011;116;109;
187071303: Aguiar;1035;693;3498;- -;10;260;- -;- -;
187071301: Alcáçovas;7725;11999;10500;62;179;946;47;109;
187071302: Viana do Alentejo;3355;764;12948;692;169;1805;69;- -;
1870714: Vila Viçosa;4579;1062;10315;1349;117;2930;73;63;
187071401: Bencatel;379;76;3734;581;16;391;50;33;
187071402: Ciladas;3200;888;2974;202;34;847;- -;5;
187071406: Nossa Senhora da Conceição e São Bartolomeu;330;78;2272;546;40;1154;3;25;
187071404: Pardais;670;20;1335;20;27;538;20;- -;
15: Algarve;12008;67558;68217;22351;4465;222857;14265;43061;
150: Algarve;12008;67558;68217;22351;4465;222857;14265;43061;
1500801: Albufeira;603;472;2605;596;55;7832;569;1331;
150080106: Albufeira e Olhos de Água;171;46;345;15;9;1795;89;283;
150080104: Ferreiras;- -;198;470;33;9;1416;151;765;
150080102: Guia;4;98;926;299;20;1815;168;216;
150080103: Paderne;428;130;864;249;17;2806;161;67;
1500802: Alcoutim;172;1446;14098;2120;524;8199;353;2726;
150080202: Giões;9;42;2629;206;50;962;71;246;
150080203: Martim Longo;51;874;3795;822;130;2364;109;696;
150080206: União das freguesias de Alcoutim e Pereiro;93;221;6529;118;163;2721;61;823;
150080205: Vaqueiros;19;309;1145;974;181;2152;112;961;
1500803: Aljezur;2233;3081;1055;668;262;8352;1248;2838;
150080301: Aljezur;866;256;39;133;94;3689;613;1766;
150080302: Bordeira;173;2450;776;517;39;1606;366;1040;
150080303: Odeceixe;456;138;161;8;39;951;69;20;
150080304: Rogil;738;237;79;10;90;2106;200;12;
1500804: Castro Marim;886;1200;4403;3960;437;8227;145;1964;
150080404: Altura;183;24;155;62;16;432;13;10;
150080401: Azinhal;27;138;589;486;110;1776;23;719;
150080402: Castro Marim;652;513;1924;1571;110;2598;45;420;
150080403: Odeleite;24;525;1735;1841;201;3421;64;815;
1500805: Faro;164;7451;2217;448;40;10740;779;325;
150080506: Montenegro;- -;10;42;- -;- -;528;173;5;
150080503: Santa Bárbara de Nexe;1;77;680;64;6;2118;151;208;
150080507: União das freguesias de Conceição e Estoi;84;210;1126;259;30;5927;363;98;
150080508: União das freguesias de Faro (Sé e São Pedro);79;7154;369;125;4;2167;92;14;
1500806: Lagoa;117;2858;1856;277;89;6472;252;315;
150080602: Ferragudo;- -;12;8;- -;4;260;12;- -;
150080604: Porches;3;95;252;85;20;881;52;1;
150080607: União das freguesias de Estômbar e Parchal;11;1618;377;61;48;1069;43;274;
150080608: União das freguesias de Lagoa e Carvoeiro;103;1133;1219;131;17;4262;145;40;
1500807: Lagos;1866;1629;1791;564;436;11999;1121;683;
150080703: Luz;115;83;166;48;44;1417;176;41;
150080704: Odiáxere;659;508;445;209;117;4538;468;7;
150080707: União das freguesias de Bensafrim e Barão de São João;446;459;827;178;237;3571;266;533;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);646;579;353;129;38;2473;211;102;
1500808: Loulé;614;4450;13985;3233;464;71846;2674;7938;
150080801: Almancil;47;144;743;73;6;1953;169;- -;
150080802: Alte;113;2049;1769;319;91;4292;298;939;
150080803: Ameixial;123;598;2016;848;114;2731;103;1722;
150080804: Boliqueime;4;87;2509;144;8;2557;430;438;
150080808: Loulé (São Clemente);97;79;1121;185;29;21550;283;299;
150080809: Loulé (São Sebastião);57;181;1052;178;10;2309;420;36;
150080805: Quarteira;68;42;223;11;14;25997;71;- -;
150080807: Salir;49;995;2226;1341;101;4542;358;2870;
150080812: União de freguesias de Querença, Tôr e Benafim;56;275;2326;134;91;5915;542;1634;
1500809: Monchique;1232;27522;789;1621;171;13459;2115;5779;
150080901: Alferce;234;3512;255;286;28;4200;262;1036;
150080902: Marmelete;516;17219;95;239;70;3571;853;1449;
150080903: Monchique;482;6791;439;1096;73;5688;1000;3294;
1500810: Olhão;390;352;1173;421;113;8570;531;890;
150081003: Olhão;- -;- -;- -;- -;- -;- -;- -;- -;
150081004: Pechão;327;61;372;78;8;1520;166;16;
150081005: Quelfes;52;105;246;80;67;1724;85;300;
150081006: União das freguesias de Moncarapacho e Fuseta;11;186;555;263;38;5326;280;574;
1500811: Portimão;489;2880;1453;929;240;8350;490;5248;
150081101: Alvor;44;87;317;35;34;2006;168;1380;
150081102: Mexilhoeira Grande;202;2004;796;607;117;5072;265;3337;
150081103: Portimão;243;789;340;287;89;1272;57;531;
1500812: São Brás de Alportel;72;386;1841;582;77;2909;434;947;
150081201: São Brás de Alportel;72;386;1841;582;77;2909;434;947;
1500813: Silves;1617;11021;11106;2934;490;27949;1181;4720;
150081303: Armação de Pêra;- -;2;- -;- -;3;78;- -;- -;
150081305: São Bartolomeu de Messines;615;4876;6319;1563;211;13399;657;2090;
150081306: São Marcos da Serra;740;5390;1674;536;181;4353;308;1341;
150081307: Silves;228;561;1215;529;41;7079;143;1217;
150081309: União das freguesias de Alcantarilha e Pêra;13;60;634;65;25;1482;41;72;
150081310: União das freguesias de Algoz e Tunes;21;132;1264;241;29;1558;32;- -;
1500814: Tavira;478;2478;4626;1952;903;22225;1550;7049;
150081401: Cachopo;25;662;1718;827;297;4305;209;3433;
150081404: Santa Catarina da Fonte do Bispo;17;458;579;425;134;3563;536;1310;
150081408: Santa Luzia;30;24;40;5;4;504;15;12;
150081410: União das freguesias de Conceição e Cabanas de Tavira;212;357;873;241;143;2779;104;291;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;75;577;353;112;21;5809;452;780;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);119;400;1063;342;304;5265;234;1223;
1500815: Vila do Bispo;860;195;4492;1017;83;2539;576;262;
150081501: Barão de São Miguel;44;35;434;10;18;208;31;- -;
150081502: Budens;161;23;11;106;29;575;54;170;
150081504: Sagres;228;10;266;473;2;152;21;- -;
150081506: Vila do Bispo e Raposeira;427;127;3781;428;34;1604;470;92;
1500816: Vila Real de Santo António;215;137;727;1029;81;3189;247;46;
150081603: Monte Gordo;- -;1;- -;- -;1;248;44;- -;
150081601: Vila Nova de Cacela;210;114;666;1012;70;2353;80;46;
150081602: Vila Real de Santo António;5;22;61;17;10;588;123;- -;
2: Região Autónoma dos Açores;238396;61894;4951;9063;5885;676718;5882;3255;
20: Região Autónoma dos Açores;238396;61894;4951;9063;5885;676718;5882;3255;
200: Região Autónoma dos Açores;238396;61894;4951;9063;5885;676718;5882;3255;
2004301: Angra do Heroísmo;38903;7190;483;1542;762;120303;542;316;
200430101: Altares;3186;221;22;81;78;1358;11;40;
200430102: Angra (Nossa Senhora da Conceição);176;94;8;23;24;161;7;14;
200430103: Angra (Santa Luzia);276;167;2;11;4;240;10;- -;
200430104: Angra (São Pedro);148;125;7;15;10;1386;47;27;
200430105: Angra (Sé);14;349;- -;1;1;66;2;- -;
200430106: Cinco Ribeiras;1746;61;16;39;23;562;22;- -;
200430107: Doze Ribeiras;1508;47;38;22;30;407;1;- -;
200430108: Feteira;734;133;6;51;11;943;44;- -;
200430109: Porto Judeu;6628;354;22;135;59;1708;63;31;
200430110: Posto Santo;2230;1094;36;57;16;633;22;- -;
200430111: Raminho;1786;62;80;35;36;532;24;2;
200430112: Ribeirinha;2333;2749;36;459;72;1203;18;151;
200430113: Santa Bárbara;2805;235;51;120;79;1127;16;- -;
200430114: São Bartolomeu de Regatos;2450;361;30;125;58;1763;95;- -;
200430115: São Bento;1872;90;4;46;40;704;8;2;
200430116: São Mateus da Calheta;1205;228;12;56;51;1840;71;13;
200430117: Serreta;872;95;14;9;25;687;14;5;
200430118: Terra Chã;1339;266;56;110;51;102767;57;31;
200430119: Vila de São Sebastião;7595;459;43;147;94;2216;10;- -;
2004501: Calheta;8452;1939;143;341;232;6238;33;57;
200450101: Calheta;1161;260;19;59;27;1188;- -;13;
200450102: Norte Pequeno;980;101;10;17;6;322;5;- -;
200450103: Ribeira Seca;2498;596;47;168;77;2224;11;18;
200450104: Santo Antão;2978;755;24;58;93;1760;16;2;
200450105: Topo (Nossa Senhora do Rosário);835;227;43;39;29;744;1;24;
2004901: Corvo;761;162;26;10;46;722;3;- -;
200490101: Corvo;761;162;26;10;46;722;3;- -;
2004701: Horta;14937;1778;151;829;494;15655;338;87;
200470101: Capelo;363;27;1;71;9;620;- -;- -;
200470102: Castelo Branco;2085;128;6;70;86;2490;27;- -;
200470103: Cedros;2241;419;4;112;80;2253;16;17;
200470104: Feteira;2443;239;55;134;87;2346;17;- -;
200470105: Flamengos;1791;328;28;114;69;1898;74;30;
200470106: Horta (Angústias);239;47;2;12;7;338;36;- -;
200470107: Horta (Conceição);253;22;8;33;13;467;13;20;
200470108: Horta (Matriz);53;5;- -;3;1;253;- -;- -;
200470109: Pedro Miguel;1573;152;12;96;58;1236;17;- -;
200470110: Praia do Almoxarife;997;165;11;35;30;1128;82;- -;
200470111: Praia do Norte;763;74;- -;11;10;812;- -;- -;
200470112: Ribeirinha;949;92;19;62;19;899;22;- -;
200470113: Salão;1187;80;5;76;25;915;34;20;
2004201: Lagoa;5800;533;23;104;85;194861;102;184;
200420101: Água de Pau;2017;75;10;24;41;7436;34;160;
200420102: Cabouco;724;29;2;4;10;180882;23;8;
200420103: Lagoa (Nossa Senhora do Rosário);229;223;3;7;2;5170;- -;9;
200420104: Lagoa (Santa Cruz);2626;192;7;48;23;1030;45;7;
200420105: Ribeira Chã;204;14;1;21;9;343;- -;- -;
2004801: Lajes das Flores;2943;537;724;390;43;3857;93;67;
200480101: Fajã Grande;388;85;117;148;5;759;15;12;
200480102: Fajãzinha;190;35;23;15;1;514;- -;16;
200480103: Fazenda;458;71;95;49;2;566;72;- -;
200480104: Lajedo;585;107;113;10;13;313;3;20;
200480105: Lajes das Flores;796;139;297;142;14;957;3;6;
200480106: Lomba;368;53;71;9;4;491;- -;13;
200480107: Mosteiro;158;47;8;17;4;257;- -;- -;
2004601: Lajes do Pico;9099;2257;147;340;257;10776;50;92;
200460101: Calheta de Nesquim;752;124;11;20;38;1222;2;- -;
200460102: Lajes do Pico;3584;1320;46;161;64;3150;19;64;
200460103: Piedade;1665;228;26;25;49;2283;- -;2;
200460104: Ribeiras;1656;298;27;93;69;2038;12;- -;
200460105: Ribeirinha;650;187;8;19;34;1307;6;22;
200460106: São João;792;100;29;22;3;776;11;4;
2004602: Madalena;6054;1214;119;675;82;11059;117;294;
200460201: Bandeiras;306;80;2;57;5;905;- -;70;
200460202: Candelária;1002;171;16;152;16;1720;- -;- -;
200460203: Criação Velha;2244;265;5;84;9;1894;21;84;
200460204: Madalena;1202;404;22;128;24;3062;47;55;
200460205: São Caetano;595;120;45;109;13;1454;7;- -;
200460206: São Mateus;705;174;29;145;15;2024;42;85;
2004202: Nordeste;9511;778;23;475;287;5610;67;56;
200420201: Achada;1202;104;7;69;33;901;- -;- -;
200420202: Achadinha;1509;61;- -;52;43;679;11;- -;
200420208: Algarvia;- -;- -;- -;- -;- -;- -;- -;- -;
200420203: Lomba da Fazenda;1343;117;- -;88;53;774;1;- -;
200420204: Nordeste;1693;150;10;130;46;1284;3;44;
200420206: Salga;1007;53;5;41;21;467;3;- -;
200420207: Santana;822;113;- -;22;30;370;5;- -;
200420209: Santo António de Nordestinho;- -;- -;- -;- -;- -;- -;- -;- -;
